person_id,person_name,phase,n_phase,mean,std,skewness,kurtosis
2009LIUE01,Evan Liu,early,175,12.830057142857145,3.7948211075220972,4.761485011935365,32.82398504697253
2009LIUE01,Evan Liu,late,175,9.010342857142856,0.7658185442341674,-0.00474079070027219,0.6117094186113614
2009PROV01,Matteo Provasi,early,187,15.043422459893048,3.4713257125035883,4.051346778751369,21.906316315525906
2009PROV01,Matteo Provasi,late,187,11.298021390374332,0.7514028740362153,0.6515165347255006,1.1418534386577974
2010HULL01,Katie Hull,early,171,10.562573099415205,1.808479484565869,4.5733250481716965,26.370187081627122
2010HULL01,Katie Hull,late,171,8.913508771929825,0.587151121627544,1.341000837844945,4.673672842572701
2010ROSE03,Dennis Rosero,early,189,16.40661375661376,2.0745558776239834,1.708798853200032,3.650289105037187
2010ROSE03,Dennis Rosero,late,189,14.335555555555556,0.8197991018389118,0.5681787478653598,1.1478387834624941
2011EDUA01,Eduard Esteban García Domínguez,early,215,15.223720930232558,8.41734802489617,13.084237749655294,183.37747928880668
2011EDUA01,Eduard Esteban García Domínguez,late,215,12.883441860465114,0.9691326043331578,0.7534657529918934,1.099515496095723
2012MAHV01,Paul Mahvi,early,175,10.701714285714285,3.7439551937237225,4.154653487603879,23.726398247342622
2012MAHV01,Paul Mahvi,late,175,8.097314285714285,0.5876665218358958,0.551173547386867,0.6716529465723715
2012PARK03,Max Park,early,154,8.513246753246753,2.6079821872554416,2.0344032768234284,4.571005898368439
2012PARK03,Max Park,late,154,5.708701298701299,0.40093795471084326,1.623095860940062,6.129649480152503
2013ROGA02,Przemysław Rogalski,early,156,14.441794871794873,1.9153305070403224,1.442693961693801,2.24942891028199
2013ROGA02,Przemysław Rogalski,late,156,11.434294871794872,0.744071720597475,0.5368431436019473,0.6734430393548507
2013WALL03,Daniel Wallin,early,177,10.369887005649716,1.980837170554572,1.5061243730638563,2.646489553960964
2013WALL03,Daniel Wallin,late,177,8.050508474576272,0.6780430322781551,0.7215875267294452,0.5922749571892969
2014ZAKR01,Karol Zakrzewski,early,162,10.504074074074072,1.542822917085808,2.328930187302157,8.071640231457694
2014ZAKR01,Karol Zakrzewski,late,162,8.851913580246912,0.576512899179213,0.026033048912689562,-0.337482090606561
