person_id,person_name,n_competitions,n_results,first_year,last_year,best_sec_mean,average_sec_mean,span
2010RONK01,Niko Ronkainen,229,465,2010,2026,39.98632258064516,44.65582795698924,16
2010WEYE02,Sebastian Weyer,182,431,2010,2026,22.994988399071925,25.98058004640371,16
2011EDUA01,Eduard Esteban García Domínguez,240,431,2012,2026,44.82058004640372,50.136009280742456,14
2008BARA01,Bence Barát,198,425,2008,2026,37.924682352941176,41.363552941176465,18
2012ICKL01,Finn Ickler,196,411,2012,2026,35.90116788321168,39.864087591240875,14
2008AURO01,Sébastien Auroux,222,402,2008,2026,50.8892288557214,55.5321144278607,18
2013WALL03,Daniel Wallin,221,397,2013,2026,31.824206549118387,35.40803526448363,13
2014ZAKR01,Karol Zakrzewski,205,394,2014,2026,30.998604060913706,34.05203045685279,12
2014SEBA01,Juliette Sébastien,181,389,2015,2026,31.507686375321335,34.5725706940874,11
2014PETE03,Tobias Peter,199,385,2014,2026,36.44784415584416,41.06049350649351,12
2010SCHM01,Leon Schmidtchen,167,377,2010,2026,33.05509283819629,36.59970822281167,16
2010BENT01,Jan Bentlage,194,372,2010,2026,46.0086559139785,49.167688172043015,16
2012CANT02,Simone Cantarelli,196,364,2012,2026,38.29664835164835,41.29722527472528,14
2016ROLZ01,Alwin Rölz,175,358,2016,2026,30.77804469273743,33.93949720670391,10
2010ROSE03,Dennis Rosero,226,356,2011,2026,50.49191011235955,55.40480337078652,15
2009PROV01,Matteo Provasi,237,353,2010,2026,51.393711048158636,50.606317280453254,16
2013ROGA02,Przemysław Rogalski,263,351,2013,2026,42.142849002849005,43.32977207977208,13
2013BURL01,Łukasz Burliga,174,346,2014,2026,30.42156069364162,32.71066473988439,12
2010WEYE01,Philipp Weyer,149,344,2010,2026,31.87395348837209,35.766569767441865,16
2012MAHV01,Paul Mahvi,178,335,2012,2026,29.401462686567164,32.071761194029854,14
2003BRUC01,Ron van Bruchem,233,330,2003,2026,53.044727272727265,57.532393939393934,23
2009LIUE01,Evan Liu,189,326,2009,2026,34.778680981595095,38.932055214723924,17
2006HALC01,Michał Halczuk,166,320,2008,2023,35.650625000000005,38.09434375,15
2016KOLA02,Tymon Kolasiński,152,308,2016,2026,24.501785714285713,26.178409090909092,10
2008VIRO01,Philippe Virouleau,175,307,2008,2026,43.262671009771985,47.50224755700326,18
