experiment_name,event,players,power_wins,power_win_pct,exp_wins,mean_power_r2,mean_exp_r2,mean_hurst,persistent_share,mean_std_ratio
333_10players,333,10,10,1.0,0,0.7797257270018159,0.7047462133756047,0.642943280886139,1.0,0.28618737971018093
