person_id,person_name,n_competitions,n_results,first_year,last_year,best_sec_mean,average_sec_mean,span
2011EDUA01,Eduard Esteban García Domínguez,324,860,2011,2026,11.57639534883721,13.501127906976743,15
2017GARR05,Luke Garrett,267,794,2017,2026,5.72028967254408,6.74088161209068,9
2010ROSE03,Dennis Rosero,312,759,2010,2026,13.25802371541502,15.138656126482212,16
2009PROV01,Matteo Provasi,281,750,2009,2026,10.940306666666666,12.641986666666666,17
2013WALL03,Daniel Wallin,296,711,2013,2026,7.516976090014064,8.844219409282701,13
2012MAHV01,Paul Mahvi,242,702,2012,2026,7.6637606837606835,8.848133903133904,14
2009LIUE01,Evan Liu,264,700,2009,2026,8.750871428571427,10.32627142857143,17
2010HULL01,Katie Hull,236,684,2010,2026,8.175614035087719,9.452573099415206,16
2014ZAKR01,Karol Zakrzewski,231,650,2014,2026,7.953507692307692,9.282599999999999,12
2013ROGA02,Przemysław Rogalski,299,626,2013,2026,10.807667731629394,12.404920127795526,13
2012PARK03,Max Park,203,618,2012,2026,5.764045307443365,6.560258899676376,14
2015KUCA01,Carter Kucala,212,611,2015,2026,7.25620294599018,8.571800327332243,11
2008BARA01,Bence Barát,213,599,2008,2026,9.609849749582638,10.995926544240401,18
2014SEBA01,Juliette Sébastien,190,593,2014,2026,6.8138279932546375,7.892563237774031,12
2012CANT02,Simone Cantarelli,208,590,2012,2026,9.802338983050848,11.237186440677965,14
2010RONK01,Niko Ronkainen,222,584,2010,2026,10.143972602739726,11.853972602739727,16
2010THOM03,Blake Thompson,200,579,2010,2026,8.057305699481866,9.499430051813471,16
2013BURL01,Łukasz Burliga,197,578,2013,2026,7.385709342560553,8.719982698961937,13
2010WEYE02,Sebastian Weyer,186,574,2010,2026,6.718257839721255,7.771149825783973,16
2003BRUC01,Ron van Bruchem,258,566,2003,2026,13.164540636042403,15.043445229681979,23
2008AURO01,Sébastien Auroux,227,563,2008,2026,13.005896980461811,15.035186500888098,18
2016KOLA02,Tymon Kolasiński,184,558,2016,2026,6.081433691756272,7.056523297491039,10
2014PETE03,Tobias Peter,211,556,2014,2026,9.434748201438849,11.004370503597123,12
2016KELL12,Simon Kellum,204,555,2016,2026,8.0470990990991,9.57963963963964,10
2013JOHN10,Brian Johnson,186,547,2013,2026,6.410292504570384,7.56709323583181,13
