experiment_name,event,players,power_wins,power_win_pct,exp_wins,mean_power_r2,mean_exp_r2,mean_hurst,persistent_share,mean_std_ratio
444_25players,444,25,22,0.88,3,0.8498069273874659,0.7961763176286984,0.7529518929930782,0.96,0.22647277037386224
