person_id,person_name,winner,winner_bic,power_rss,power_r2,power_aic,power_bic,exp_rss,exp_r2,exp_aic,exp_bic,delta_aic,delta_aic_abs,delta_bic
2012MAHV01,Paul Mahvi,power_law,power_law,1361.0217311606077,0.9231375730946975,474.4041922196476,485.81959712639707,2881.2990535025338,0.8372813359098217,723.4060388364351,734.8214437431845,249.00184661678747,249.00184661678747,249.00184661678747
2013BURL01,Łukasz Burliga,power_law,power_law,1473.5287970532104,0.8650694965401169,504.5997074101877,516.0865442630184,1739.0702024978646,0.8407539652809077,560.9344902336992,572.4213270865298,56.33478282351149,56.33478282351149,56.33478282351143
2006HALC01,Michał Halczuk,power_law,power_law,1706.132276490896,0.833630102002161,533.2604192597859,544.4507186087066,1835.1104834050966,0.8210530636189508,555.7061368699572,566.8964362188779,22.4457176101713,22.4457176101713,22.4457176101713
2012CANT02,Simone Cantarelli,power_law,power_law,1705.372038126026,0.8765245390161429,564.8399989622138,576.4815979214159,2812.274135747566,0.7963805917059679,743.9152383558755,755.5568373150777,179.07523939366172,179.07523939366172,179.07523939366183
2009LIUE01,Evan Liu,power_law,power_law,1889.3651520910312,0.9327573000240169,577.293854540388,588.636085087765,5430.8405248179115,0.8067158274706306,919.3902396527643,930.7324702001413,342.0963851123763,342.0963851123763,342.0963851123763
2012ICKL01,Finn Ickler,power_law,power_law,1760.6044836562492,0.8589288650302431,603.4746836554853,615.5231551345803,2560.8795026722737,0.7948056015326496,757.0990385469904,769.1475100260855,153.62435489150516,153.62435489150516,153.62435489150516
2014ZAKR01,Karol Zakrzewski,exponential,exponential,1871.8875848523971,0.7451870922808865,618.304062369134,630.2101850490901,1196.2854089680404,0.837154236190347,443.24317208595136,455.1492947659075,-175.0608902831827,175.0608902831827,-175.06089028318263
2013ROGA02,Przemysław Rogalski,power_law,power_law,2202.2846633408926,0.8422152316936404,636.8452174224508,648.287609017926,2302.896451059646,0.8350068049728142,651.8104554583439,663.2528470538191,14.965238035893094,14.965238035893094,14.965238035893094
2016KOLA02,Tymon Kolasiński,power_law,power_law,2504.3643300731283,0.8930735749196499,644.8396874544678,655.9709685065924,3538.6614037089444,0.8489131916930943,749.245188374361,760.3764694264855,104.40550091989314,104.40550091989314,104.40550091989314
2008BARA01,Bence Barát,power_law,power_law,1936.0282961899281,0.8781253245598749,648.8699763265877,661.0049922686957,4208.8177767784355,0.7350512378662158,976.5712027572492,988.7062186993572,327.70122643066156,327.70122643066156,327.70122643066156
2013WALL03,Daniel Wallin,power_law,power_law,2038.1415623653884,0.8377653862353693,654.1586236145789,666.0952809092823,2069.279344385355,0.8352868410092792,660.1476175837361,672.0842748784394,5.98899396915715,5.98899396915715,5.988993969157036
2014SEBA01,Juliette Sébastien,exponential,exponential,2212.789236778238,0.8475033172252979,679.274818576905,691.1345485797683,1539.340003961668,0.8939147749071971,539.5582946547514,551.4180246576148,-139.71652392215356,139.71652392215356,-139.71652392215356
2010WEYE02,Sebastian Weyer,power_law,power_law,2186.0644092232656,0.8978976029343262,705.836268368872,718.0345926391832,3658.1590591804393,0.8291419012111614,927.7397120161706,939.9380362864819,221.90344364729867,221.90344364729867,221.90344364729867
2010SCHM01,Leon Schmidtchen,power_law,power_law,2424.2203188787817,0.8174280429370235,706.7422099511335,718.5309773813033,4368.1828833405925,0.6710250749035301,928.1449790126893,939.933746442859,221.40276906155577,221.40276906155577,221.40276906155577
2010WEYE01,Philipp Weyer,exponential,exponential,2706.904640199983,0.8907620738042185,714.5799008465516,726.0930921880495,2337.7734173250383,0.9056584719566088,664.2937555573302,675.8069468988281,-50.286145289221395,50.286145289221395,-50.286145289221395
2016ROLZ01,Alwin Rölz,power_law,power_law,3019.1829211113586,0.8960993459211023,767.0606401672428,778.6854323597989,5978.412690548474,0.7942618896794369,1010.2687534402373,1021.8935456327935,243.20811327299452,243.20811327299452,243.20811327299452
2014PETE03,Tobias Peter,power_law,power_law,2950.7667302696723,0.8320398394277155,790.0821410890513,801.9418710919147,3219.6752773113467,0.8167333354343443,823.660094639824,835.5198246426874,33.57795355077269,33.57795355077269,33.57795355077269
2009PROV01,Matteo Provasi,power_law,power_law,3930.6031698980582,0.881837358907587,811.6429135358923,822.9665681725255,7234.155129951086,0.7825252666629741,1008.0695742380407,1019.3932288746739,196.4266607021484,196.4266607021484,196.4266607021484
2010BENT01,Jan Bentlage,power_law,power_law,3628.432339288567,0.9085188344464604,845.5756855530703,857.2835855532744,5505.314459254125,0.8611982982242767,998.165916197174,1009.8738161973781,152.5902306441037,152.5902306441037,152.5902306441037
2010ROSE03,Dennis Rosero,power_law,power_law,4223.817437976126,0.7601948058550615,880.6719268946119,892.2628204214062,5675.80846513042,0.6777587168724173,984.678665332143,996.2695588589373,104.00673843753111,104.00673843753111,104.00673843753111
