person_id,person_name,delta_aic,delta_bic,winner,winner_bic,delta_aic_abs
2009LIUE01,Evan Liu,342.0963851123763,342.0963851123763,power_law,power_law,342.0963851123763
2008BARA01,Bence Barát,327.70122643066156,327.70122643066156,power_law,power_law,327.70122643066156
2011EDUA01,Eduard Esteban García Domínguez,293.67121087190196,293.6712108719021,power_law,power_law,293.67121087190196
2012MAHV01,Paul Mahvi,249.00184661678747,249.00184661678747,power_law,power_law,249.00184661678747
2016ROLZ01,Alwin Rölz,243.20811327299452,243.20811327299452,power_law,power_law,243.20811327299452
2010WEYE02,Sebastian Weyer,221.90344364729867,221.90344364729867,power_law,power_law,221.90344364729867
2010SCHM01,Leon Schmidtchen,221.40276906155577,221.40276906155577,power_law,power_law,221.40276906155577
2009PROV01,Matteo Provasi,196.4266607021484,196.4266607021484,power_law,power_law,196.4266607021484
2012CANT02,Simone Cantarelli,179.07523939366172,179.07523939366183,power_law,power_law,179.07523939366172
2014ZAKR01,Karol Zakrzewski,-175.0608902831827,-175.06089028318263,exponential,exponential,175.0608902831827
2012ICKL01,Finn Ickler,153.62435489150516,153.62435489150516,power_law,power_law,153.62435489150516
2010BENT01,Jan Bentlage,152.5902306441037,152.5902306441037,power_law,power_law,152.5902306441037
2014SEBA01,Juliette Sébastien,-139.71652392215356,-139.71652392215356,exponential,exponential,139.71652392215356
2003BRUC01,Ron van Bruchem,110.81282021880054,110.81282021880054,power_law,power_law,110.81282021880054
2016KOLA02,Tymon Kolasiński,104.40550091989314,104.40550091989314,power_law,power_law,104.40550091989314
2010ROSE03,Dennis Rosero,104.00673843753111,104.00673843753111,power_law,power_law,104.00673843753111
2010RONK01,Niko Ronkainen,103.56029913467773,103.56029913467773,power_law,power_law,103.56029913467773
2008AURO01,Sébastien Auroux,85.56524440328644,85.56524440328644,power_law,power_law,85.56524440328644
2013BURL01,Łukasz Burliga,56.33478282351149,56.33478282351143,power_law,power_law,56.33478282351149
2010WEYE01,Philipp Weyer,-50.286145289221395,-50.286145289221395,exponential,exponential,50.286145289221395
2008VIRO01,Philippe Virouleau,44.103922771522434,44.10392277152255,power_law,power_law,44.103922771522434
2014PETE03,Tobias Peter,33.57795355077269,33.57795355077269,power_law,power_law,33.57795355077269
2006HALC01,Michał Halczuk,22.4457176101713,22.4457176101713,power_law,power_law,22.4457176101713
2013ROGA02,Przemysław Rogalski,14.965238035893094,14.965238035893094,power_law,power_law,14.965238035893094
2013WALL03,Daniel Wallin,5.98899396915715,5.988993969157036,power_law,power_law,5.98899396915715
