person_id,person_name,model,a,b,c
2003BRUC01,Ron van Bruchem,exponential,36.950403204834075,0.021036512851305793,54.244569822489446
2003BRUC01,Ron van Bruchem,power_law,92.21405865545366,0.24514910408994214,30.152872810015268
2006HALC01,Michał Halczuk,exponential,23.650171362568507,0.02348266719019849,36.34943164373977
2006HALC01,Michał Halczuk,power_law,60.78649425592225,0.16854097851050387,11.845270432390787
2008AURO01,Sébastien Auroux,exponential,27.053863735282267,0.010486845570205171,49.741529684425586
2008AURO01,Sébastien Auroux,power_law,99.69150846850869,0.11647006614095406,2.512581479125225e-15
2008BARA01,Bence Barát,exponential,24.879202046709413,0.0197531284990111,38.7030823624206
2008BARA01,Bence Barát,power_law,62.26238186471613,0.28503897978749076,26.22736446252105
2008VIRO01,Philippe Virouleau,exponential,31.273919215195196,0.009290405464715198,37.34557769460633
2008VIRO01,Philippe Virouleau,power_law,97.95340147423616,0.15466458549793624,8.752334580624057e-11
2009LIUE01,Evan Liu,exponential,67.0380792292908,0.08434297905328582,36.821237310489934
2009LIUE01,Evan Liu,power_law,100.58695371901297,0.5240363109685809,29.4314046738419
2009PROV01,Matteo Provasi,exponential,40.11041751112778,0.021537655797870963,49.76231920642411
2009PROV01,Matteo Provasi,power_law,100.54592321635641,0.23037819095778714,21.140149113270283
2010BENT01,Jan Bentlage,exponential,63.97936181955582,0.050801292009499184,46.61938422368625
2010BENT01,Jan Bentlage,power_law,104.66103188204539,0.3421694526753879,29.12681165275656
2010RONK01,Niko Ronkainen,exponential,56.45886535323763,0.04367654137153286,42.117354541169746
2010RONK01,Niko Ronkainen,power_law,96.58546008648355,0.392922174595244,30.806209299782612
2010ROSE03,Dennis Rosero,exponential,38.115610797288426,0.05138609904148324,53.98083851522568
2010ROSE03,Dennis Rosero,power_law,64.38511196176712,0.3401145372926204,42.92263824898933
2010SCHM01,Leon Schmidtchen,exponential,20.50911220496046,0.015130276899444777,33.13129880681849
2010SCHM01,Leon Schmidtchen,power_law,56.76721465602022,0.31781342427652326,24.187043469067195
2010WEYE01,Philipp Weyer,exponential,37.15262041266824,0.02217500891491973,31.04260743510508
2010WEYE01,Philipp Weyer,power_law,88.97016586732275,0.1911987204250651,3.353129562776269e-09
2010WEYE02,Sebastian Weyer,exponential,42.0761089431029,0.04256249159888452,23.735374308453522
2010WEYE02,Sebastian Weyer,power_law,74.14131355362093,0.3637299956756827,13.321833150208123
2011EDUA01,Eduard Esteban García Domínguez,exponential,87.76290318184859,0.16118488307160916,48.97178000375473
2011EDUA01,Eduard Esteban García Domínguez,power_law,102.51669042304245,0.6881113647411663,45.707003987309
2012CANT02,Simone Cantarelli,exponential,38.08470239827492,0.056098449534384885,40.145709103863844
2012CANT02,Simone Cantarelli,power_law,64.39341336796774,0.4562681591662367,34.122854105488535
2012ICKL01,Finn Ickler,exponential,25.34378071536806,0.025526520847724707,37.57059694070258
2012ICKL01,Finn Ickler,power_law,55.328605595197,0.33101495709761375,28.793594200144838
2012MAHV01,Paul Mahvi,exponential,33.35811241440048,0.02884177389725338,28.928095887364517
2012MAHV01,Paul Mahvi,power_law,72.23256080484003,0.3432965211207139,17.571080514578117
2013BURL01,Łukasz Burliga,exponential,25.079674274992595,0.025757358580530867,30.461316178184223
2013BURL01,Łukasz Burliga,power_law,59.045411054128984,0.18925691705956443,9.217957256620931
2013ROGA02,Przemysław Rogalski,exponential,27.633665535026235,0.024042883861355138,42.01054692216971
2013ROGA02,Przemysław Rogalski,power_law,73.10996896193475,0.14737709976151273,9.098522814170584
2013WALL03,Daniel Wallin,exponential,26.49222285723256,0.026298805575423367,33.07054195552553
2013WALL03,Daniel Wallin,power_law,55.621045108954554,0.25076399697192003,19.11003140117242
2014PETE03,Tobias Peter,exponential,26.371338824428317,0.016248897342862747,36.88718918343631
2014PETE03,Tobias Peter,power_law,79.87480797227234,0.13594783505046,1.74385781070421e-09
2014SEBA01,Juliette Sébastien,exponential,23.888852626000233,0.013367171341148351,30.34774553857236
2014SEBA01,Juliette Sébastien,power_law,70.36338985972941,0.1430991454701447,1.140085743803996e-11
2014ZAKR01,Karol Zakrzewski,exponential,21.526714709297853,0.0303916316860536,32.52916384860462
2014ZAKR01,Karol Zakrzewski,power_law,40.472128985651196,0.24033301517949357,21.690976650392926
2016KOLA02,Tymon Kolasiński,exponential,45.91544292400035,0.04294110509236352,23.233378639289647
2016KOLA02,Tymon Kolasiński,power_law,83.58841444768717,0.30607684133444607,5.950209284935972
2016ROLZ01,Alwin Rölz,exponential,54.8064186360956,0.05528605112049414,31.421815151849
2016ROLZ01,Alwin Rölz,power_law,89.38925802344806,0.3325025389937558,15.368633319546845
