person_id,person_name,n_obs,phase_n,mean_early,mean_late,std_early,std_late,std_ratio,variability_reduction_pct,skewness_early,skewness_late,kurtosis_early,kurtosis_late
2010GARC02,Carlos Méndez García-Barroso,235,58,6.48896551724138,3.0231034482758616,3.4661651238013382,0.5274939324388771,0.15218372858716417,0.8478162714128359,1.1935738916208463,0.620163518665195,0.5629262995294679,-0.15580485001531752
2013BURL01,Łukasz Burliga,380,95,3.907684210526316,3.0454736842105254,2.3427000482856104,0.3978285967413835,0.1698162754692026,0.8301837245307974,5.641202679555672,0.4105440063421599,39.9165005698933,-0.024133490525043655
2016LAZA03,Fernando Sáez Lázaro,287,71,5.357464788732393,3.837887323943662,2.7792299644273815,0.5644945033085739,0.20311183692382198,0.796888163076178,4.101063379519534,0.4214380796154405,18.068977041003087,0.011000251271499728
2015SANC18,Josete Sánchez,253,63,7.693650793650795,5.05904761904762,2.4000331325584634,0.7261158582701086,0.3025440975875448,0.6974559024124551,1.6791135835189703,1.6890891792487677,2.465992208774127,5.36025046574971
2014LAFO01,Anthony Lafourcade,265,66,4.205909090909091,2.7025757575757576,1.091264583686464,0.33984752511433763,0.3114254143264496,0.6885745856735503,1.7996887052218453,0.21723148445940899,3.9731079640790083,0.16088621860235897
2014ZAKR01,Karol Zakrzewski,244,61,6.776065573770492,5.352950819672131,2.2487746876084347,0.7334310789303816,0.32614698260873054,0.6738530173912695,3.961849593341577,0.18394571363190257,21.523544075397417,-0.12670917034231044
2015KUCA01,Carter Kucala,339,84,3.9502380952380958,2.494761904761905,1.5786016201555648,0.5333763250027476,0.3378789925162914,0.6621210074837086,2.746270830809749,0.8797616987105192,9.552973807209483,0.7013779068919157
2013EGDA02,Martin Vædele Egdal,291,72,4.343472222222222,3.4947222222222223,1.2723884158965248,0.43687743542522833,0.3433522578224704,0.6566477421775296,2.0937651789250977,0.5457584653185772,6.522674971553024,0.8061736157269386
2013JOHN10,Brian Johnson,239,59,4.190847457627118,3.362033898305085,1.2739610887464252,0.4802649400322663,0.3769855643745335,0.6230144356254665,1.2997349309529713,1.0514594522651823,0.7355689950670303,2.118988589005402
2015ANTO04,Manuel Prieto de Antón,254,63,4.4806349206349205,3.1963492063492067,1.6014931269084718,0.6075447722444972,0.3793614608994944,0.6206385391005056,3.1937250212156116,1.4329830632603004,13.411369310646323,3.5485653847044993
2013ROGA02,Przemysław Rogalski,346,86,7.710232558139534,6.112441860465117,1.9029296155536142,0.7654540152884455,0.40225030344370044,0.5977496965562996,3.918304910054437,0.28126199906014177,23.38930141225504,0.5346063518390487
2016ROLZ01,Alwin Rölz,267,66,7.261515151515152,4.424242424242424,2.4004924125778486,1.0265177290327956,0.42762798318134876,0.5723720168186512,3.4513437095912325,0.9969862004074608,15.881252990448655,0.9152330924810608
2013WALL03,Daniel Wallin,430,107,4.657663551401869,4.37981308411215,1.401930999458915,0.6430000165914654,0.4586531126279651,0.5413468873720348,4.239174298283982,0.6899141319715136,23.351671175169276,-0.06200778031139942
2008BARA01,Bence Barát,231,57,8.23561403508772,7.3180701754385975,1.8588965789489393,0.8812033951131245,0.47404648816524053,0.5259535118347595,1.0371276615896092,0.001863469624275614,0.4955211569240028,1.0559150946211036
2016KELL12,Simon Kellum,278,69,3.8685507246376813,2.930434782608696,1.158743329649332,0.5579886009340858,0.4815463327007446,0.5184536672992555,1.7887026030142994,0.5177478823631612,3.4126907607272337,0.09686781126939437
2010ROSE03,Dennis Rosero,317,79,10.672025316455695,8.454683544303798,1.8634365686829018,0.9324311144461435,0.500382535212989,0.49961746478701097,1.5060961108487574,0.5931934532288352,4.332178255949943,0.9546322992147069
2009LIUE01,Evan Liu,265,66,6.611212121212122,4.97439393939394,1.589457106301989,0.8858618207718207,0.5573360975011498,0.44266390249885024,0.567903392630188,0.5154590092339689,-0.40834681621036006,0.3440401533551549
2013EGDA01,Daniel Vædele Egdal,292,73,3.7383561643835614,2.8346575342465754,0.790270723125644,0.4435590972519296,0.5612748698288913,0.4387251301711087,1.966555799046681,0.5969698298611834,4.866192490045872,0.1604755637470734
2011EDUA01,Eduard Esteban García Domínguez,338,84,10.871785714285712,8.220238095238095,2.7695818312144995,1.5584584414452607,0.5627053239159413,0.4372946760840587,1.2866775134914747,0.37400602334672284,1.376485674577193,-0.00010405709457161905
2017GARR05,Luke Garrett,298,74,5.290810810810811,3.668108108108108,0.8408080861229538,0.4829977046250676,0.5744446474726664,0.42555535252733356,0.42797483600064506,0.9159706696582272,0.4541959465047798,1.9313855688966712
2014PETE03,Tobias Peter,266,66,6.7234848484848495,6.539696969696969,1.6229076398425166,1.0129879180644368,0.6241808795494579,0.3758191204505421,2.6738366205117683,0.7904671354359885,10.102926309768836,0.2953533534432218
2010RONK01,Niko Ronkainen,436,109,5.159908256880732,4.65394495412844,0.8463521894237078,0.5672154505232262,0.6701884364586456,0.32981156354135444,1.6597885764314535,0.16124209936018102,4.421253936795024,-0.17685806276523897
2010BENT01,Jan Bentlage,254,63,6.741587301587302,5.955873015873016,1.458999001026882,1.0050447509225084,0.6888591083442356,0.3111408916557644,1.0506296439588874,0.8216769301852244,0.8820942201148911,0.41084089693301173
2011WELC01,Walker Welch,236,59,6.457966101694914,5.781186440677966,1.1372498279819108,0.9006799821011914,0.7919807591437312,0.20801924085626877,0.607634798439646,1.2255914106094505,0.5316685199345699,2.246228117959879
2013TOKA01,Piotr Tokarski,231,57,6.468245614035089,6.497894736842105,1.1874208587267399,1.186796012141973,0.9994737783321097,0.000526221667890292,1.1160203530978596,0.8880984332799143,2.5417071468235966,1.0962627260790567
