event,players,power_wins,exp_wins,mean_power_r2,mean_exp_r2,mean_hurst,persistent_share,mean_std_ratio
333,50,42,8,0.7344184786343214,0.6772777106416722,0.6760558547429778,0.96,0.3196899345147947
