person_id,person_name,model,a,b,c
2008AURO01,Sébastien Auroux,exponential,32.31371368705044,0.1213815479463379,6.689495847482751
2008AURO01,Sébastien Auroux,power_law,47.78686064784567,0.8255831628122918,5.9344107060804605
2008BARA01,Bence Barát,exponential,3.943161252266549,0.023937815345739022,6.432860079862571
2008BARA01,Bence Barát,power_law,9.63575826630609,0.2084063058850361,3.3007766699259444
2008VARG01,Dániel Varga,exponential,8.797321292859676,0.23085097715121347,6.37584654772648
2008VARG01,Dániel Varga,power_law,7.9193937068633735,0.5856913428457736,5.853490547007766
2009LIUE01,Evan Liu,exponential,9.0633879221404,0.07511081288664932,4.938735753276283
2009LIUE01,Evan Liu,power_law,12.436356503287808,0.45734595431940744,3.7020271121045947
2010BENT01,Jan Bentlage,exponential,8.98128434435361,0.024957434562192536,5.486375866071032
2010BENT01,Jan Bentlage,power_law,19.85581331084844,0.24748207167870456,0.37062025261683357
2010DESJ01,Jules Desjardin,exponential,9.361908850536867,0.15811650187009518,3.131523987534919
2010DESJ01,Jules Desjardin,power_law,10.968714751024665,0.6477791809945448,2.623736251584586
2010GRAC02,Fabio Bini Graciose,exponential,7.207675023118978,0.01172089025127502,8.086282306880067
2010GRAC02,Fabio Bini Graciose,power_law,20.703088090557387,0.1560214983204861,6.339092906473039e-11
2010RONK01,Niko Ronkainen,exponential,12.795396492450417,0.10798055671941016,5.96874515059571
2010RONK01,Niko Ronkainen,power_law,16.60810013131185,0.5675674480442823,5.0780039116765225
2010ROSE03,Dennis Rosero,exponential,6.329636470346846,0.05207678985303855,6.162276050176077
2010ROSE03,Dennis Rosero,power_law,10.70666841945265,0.455522704542505,5.272666117831782
2011EDUA01,Eduard Esteban García Domínguez,exponential,11.387907389633657,0.07471957403964875,7.64120347427563
2011EDUA01,Eduard Esteban García Domínguez,power_law,16.94574606330016,0.5488966923599118,6.729959076608405
2011SZAT01,Wojciech Szatanowski,exponential,8.061525750906885,0.15005791969670026,6.847053572103914
2011SZAT01,Wojciech Szatanowski,power_law,9.420913754207819,0.6967838426309132,6.5165458742056614
2013BURL01,Łukasz Burliga,exponential,19.223741974390002,0.4363078184265627,4.961087916791911
2013BURL01,Łukasz Burliga,power_law,13.661066448139055,0.9810015246782966,4.781070680363899
2013OLSZ02,Piotr Olszewski,exponential,6.109300731930622,0.05129124622413594,3.02819209302622
2013OLSZ02,Piotr Olszewski,power_law,10.800432166554332,0.4397313953824684,1.9594540699891463
2013ROGA02,Przemysław Rogalski,exponential,3.8934103461187104,0.01855288790740627,3.966943871353473
2013ROGA02,Przemysław Rogalski,power_law,9.10924096617094,0.19637062955544143,1.0849792871728203
2013TOKA01,Piotr Tokarski,exponential,7.845555894203873,0.17505988900718522,4.029007060169997
2013TOKA01,Piotr Tokarski,power_law,8.821356721279189,0.8405662176152279,3.9015156428622473
2013WALL03,Daniel Wallin,exponential,4.352374651506487,0.054794598289071385,4.355246302903509
2013WALL03,Daniel Wallin,power_law,5.751323931709052,0.36701634607889105,3.5741692104903366
2013WARY01,Rafał Waryszak,exponential,6.163031191927202,0.1757126991475815,3.1587052590081033
2013WARY01,Rafał Waryszak,power_law,6.619767449898301,0.7194431216617928,2.9583762373213087
2014JIME05,Diego Alejandro Casas Jimenez,exponential,6.35725566939695,0.03441923565849439,8.603999632641257
2014JIME05,Diego Alejandro Casas Jimenez,power_law,12.51047760301009,0.2931831165827953,5.916815077561548
2014PETE03,Tobias Peter,exponential,250240.1914672998,10.200938544160195,5.7469813048703475
2014PETE03,Tobias Peter,power_law,9.293017682622768,24.43610487777643,5.746982250977342
2015KUCA01,Carter Kucala,exponential,6.715308295880615,0.041548318505111974,3.2916226461138547
2015KUCA01,Carter Kucala,power_law,11.8371685837105,0.24698187125667823,3.0138190967494085e-12
2015WINT02,Steven Wintringham,exponential,6.021217139463205,0.057743431052664614,2.8831530613026977
2015WINT02,Steven Wintringham,power_law,10.55992668022467,0.5304403524120381,2.205446838574886
2016KELL12,Simon Kellum,exponential,5.025974045324331,0.04974687931239506,2.480964617247534
2016KELL12,Simon Kellum,power_law,8.22393721436768,0.36671504784375347,1.2579935227471832
2016ROLZ01,Alwin Rölz,exponential,4.916298170700015,0.09095002791951123,3.307198572254065
2016ROLZ01,Alwin Rölz,power_law,6.309290301979335,0.482866660139564,2.7381406845361216
2017GARR05,Luke Garrett,exponential,4.989327310821329,0.012222855168592218,2.5204919279431564
2017GARR05,Luke Garrett,power_law,12.241102140398299,0.2550671417761673,7.574593072725036e-16
2017PALA08,Harsha Paladugu,exponential,13.978212501227178,0.18665096590692104,2.7401077978796673
2017PALA08,Harsha Paladugu,power_law,14.356617110198249,0.7184314335031652,2.2624201996495574
