person_id,person_name,phase,n_phase,mean,std,skewness,kurtosis
2008AURO01,Sébastien Auroux,early,87,9.721724137931036,6.873692045881884,4.481200887051572,27.890769632983588
2008AURO01,Sébastien Auroux,late,87,6.967011494252874,1.1081800656959502,0.9977390613578524,1.7639196982336096
2008BARA01,Bence Barát,early,80,8.132125,1.4229125894944399,1.5767949749634451,2.748394885477483
2008BARA01,Bence Barát,late,80,6.3105,0.7117226383388761,0.23770939045806297,-0.18974025411274464
2008VARG01,Dániel Varga,early,72,7.2562500000000005,1.3700061041295082,2.5361925236832983,8.49210013421025
2008VARG01,Dániel Varga,late,72,6.00625,0.7202375146191627,0.6202018093645293,0.8984616619344523
2009LIUE01,Evan Liu,early,77,6.506883116883118,2.2483404755626575,1.7152294972069924,2.8070766286164393
2009LIUE01,Evan Liu,late,77,4.900129870129871,0.8805104582697195,2.229141129868498,8.683105610993257
2010BENT01,Jan Bentlage,early,91,9.01,2.5701941128595283,1.6055422410373716,2.9844733986781224
2010BENT01,Jan Bentlage,late,91,5.453846153846154,0.7269858155895313,1.5186082253646154,5.551272321795414
2010DESJ01,Jules Desjardin,early,75,4.2518666666666665,1.6334664626752167,3.550485227611027,16.431906446524874
2010DESJ01,Jules Desjardin,late,75,2.9161333333333332,0.39752237174281907,0.6245633113490706,0.23254524880797378
2010GRAC02,Fabio Bini Graciose,early,98,12.620204081632652,1.9375896279059546,0.9025097082890197,1.0877526337817671
2010GRAC02,Fabio Bini Graciose,late,98,8.423367346938775,1.055699254149327,0.4847896126544936,0.27827734863414655
2010RONK01,Niko Ronkainen,early,110,7.426,2.4595711567729364,2.6976965945601306,9.93318051756242
2010RONK01,Niko Ronkainen,late,110,5.611363636363637,0.7378638611320093,0.08054939177543063,-0.6460517007465305
2010ROSE03,Dennis Rosero,early,127,7.2570078740157475,1.6235525005862081,2.3300516071790778,7.661396343163764
2010ROSE03,Dennis Rosero,late,127,5.9837795275590535,0.812278716273476,1.4271977530677407,3.470509626913442
2011EDUA01,Eduard Esteban García Domínguez,early,117,9.134444444444442,2.603264013676718,2.27280081495795,7.267676949153315
2011EDUA01,Eduard Esteban García Domínguez,late,117,7.54008547008547,1.0822952109597326,0.7486726879163449,0.6846654589530541
2011SZAT01,Wojciech Szatanowski,early,75,7.682533333333334,1.7002520427892476,1.914148720032172,5.880526244929959
2011SZAT01,Wojciech Szatanowski,late,75,6.8132,0.9199385408378751,0.6581353695174669,1.0128251332397418
2013BURL01,Łukasz Burliga,early,77,5.716103896103896,1.9737148755877074,4.206388368808784,25.112964243990547
2013BURL01,Łukasz Burliga,late,77,4.923896103896103,1.138173925110047,0.5854976547058608,-0.26642170712044955
2013OLSZ02,Piotr Olszewski,early,97,4.405463917525773,1.605133055633912,2.590676965963696,9.575968413017264
2013OLSZ02,Piotr Olszewski,late,97,2.8083505154639172,0.47366848553860946,0.44656184563049567,-0.06228847715356034
2013ROGA02,Przemysław Rogalski,early,144,5.306736111111111,1.1855463051959598,1.2001926463213062,1.2491055106337203
2013ROGA02,Przemysław Rogalski,late,144,3.869097222222222,0.6141489229597733,1.1575245762479096,3.771336420974725
2013TOKA01,Piotr Tokarski,early,105,4.3880952380952385,1.3179457319559682,2.70387967001979,11.123885580266911
2013TOKA01,Piotr Tokarski,late,105,4.110761904761905,0.6120766908303856,0.38863283134009213,0.2541795069523891
2013WALL03,Daniel Wallin,early,112,5.117232142857143,1.9621229584770556,6.0518835438115985,50.162568494513124
2013WALL03,Daniel Wallin,late,112,4.4174999999999995,0.9349196622035365,1.8512177015825952,6.7381719153401765
2013WARY01,Rafał Waryszak,early,87,3.6401149425287356,1.0847328405979968,3.0082778886273958,12.31961876525394
2013WARY01,Rafał Waryszak,late,87,3.205172413793103,0.492883924419414,0.4294490751004594,-0.05777828694281517
2014JIME05,Diego Alejandro Casas Jimenez,early,74,10.95810810810811,2.473054611495712,0.8957261297124045,0.5269517265183286
2014JIME05,Diego Alejandro Casas Jimenez,late,74,8.495135135135135,1.266584494954127,1.009670500041237,2.6988571425244126
2014PETE03,Tobias Peter,early,84,6.047380952380952,1.257021838044019,4.5199610637534,31.263369230229323
2014PETE03,Tobias Peter,late,84,5.891547619047619,0.9168483129887993,0.5776665500807322,1.0273098501872253
2015KUCA01,Carter Kucala,early,73,5.2557534246575335,1.9918255988248423,0.9890534715870672,0.3987735616084569
2015KUCA01,Carter Kucala,late,73,3.1512328767123288,0.6611709839483435,0.5388940349169317,-0.32196568579825824
2015WINT02,Steven Wintringham,early,83,4.207951807228915,1.6441127483711238,2.844970354516086,13.611198475498476
2015WINT02,Steven Wintringham,late,83,2.857710843373494,0.6156442695163372,0.9729913787873242,0.5235579811741058
2016KELL12,Simon Kellum,early,83,3.6863855421686744,1.432250130008852,1.8861293430578858,4.7782416941458346
2016KELL12,Simon Kellum,late,83,2.419759036144579,0.4753996416459614,1.2529539063996609,2.414528964386605
2016ROLZ01,Alwin Rölz,early,78,4.065897435897436,1.1447025768049923,1.7027075900058806,2.558473282103842
2016ROLZ01,Alwin Rölz,late,78,3.2308974358974356,0.6757548658312708,0.970358896381151,1.0493834231926362
2017GARR05,Luke Garrett,early,104,5.3257692307692315,1.261939247616592,0.9056923388157485,1.1672116711489577
2017GARR05,Luke Garrett,late,104,2.5087499999999996,0.5540735072680436,1.5270071940449368,3.7041373665240442
2017PALA08,Harsha Paladugu,early,74,3.8866216216216216,2.2463201427302586,3.261823626939164,11.609230193911174
2017PALA08,Harsha Paladugu,late,74,2.7354054054054053,0.6399897028049816,0.8448941585439628,0.8034360391507014
