event,players,power_wins,exp_wins,mean_power_r2,mean_exp_r2,mean_hurst,persistent_share,mean_std_ratio
333,25,21,4,0.7859067972011409,0.7207957952675749,0.6748602139724187,1.0,0.27861233073153663
