person_id,person_name,winner,winner_bic,power_rss,power_r2,power_aic,power_bic,exp_rss,exp_r2,exp_aic,exp_bic,delta_aic,delta_aic_abs,delta_bic
2017GARR05,Luke Garrett,power_law,power_law,255.29264706388167,0.8070353657408803,-888.531969070035,-874.512075166732,256.18825715361623,0.8063584129363557,-885.7618625062728,-871.7419686029698,2.7701065637621696,2.7701065637621696,2.7701065637621696
2012PARK03,Max Park,power_law,power_law,171.9474805135241,0.911158124606763,-782.3285227153535,-769.0539156436373,214.15465074452484,0.8893505113334254,-646.8912619591467,-633.6166548874305,135.4372607562068,135.4372607562068,135.4372607562068
2010WEYE02,Sebastian Weyer,power_law,power_law,182.17228541543804,0.8751930586614722,-652.7663304277041,-639.7084422387454,288.4882713393218,0.8023555631648853,-388.8976299870875,-375.8397417981288,263.86870044061664,263.86870044061664,263.86870044061664
2010HULL01,Katie Hull,power_law,power_law,309.9521787842224,0.7000534012667021,-535.4132875160699,-521.8294137632022,469.5091431856493,0.5456471023203884,-251.36877908425515,-237.7849053313875,284.04450843181473,284.04450843181473,284.0445084318147
2012MAHV01,Paul Mahvi,power_law,power_law,335.02230849370983,0.9021680114953138,-511.55584620062734,-497.8983225395236,595.03591207002,0.8262397905045697,-108.88417494998403,-95.22665128888026,402.6716712506433,402.6716712506433,402.6716712506433
2013BURL01,Łukasz Burliga,power_law,power_law,236.20172589254412,0.9376329877604597,-509.35104423112216,-496.27751743159786,732.0666576758057,0.8067041634564637,143.34290939231877,156.41643619184308,652.693953623441,652.693953623441,652.693953623441
2014ZAKR01,Karol Zakrzewski,power_law,power_law,306.5632479701497,0.6511403989137625,-479.00636116344714,-465.5846890743903,364.21760118162837,0.5855315081043856,-367.33820282212383,-353.916530733067,111.6681583413233,111.6681583413233,111.6681583413233
2008BARA01,Bence Barát,exponential,exponential,275.6808706594117,0.8103857122861912,-457.05940012481983,-443.87862786296796,269.52472732172987,0.8146199296667681,-470.5645079047428,-457.38373564289094,-13.50510777992298,13.50510777992298,-13.50510777992298
2013WALL03,Daniel Wallin,power_law,power_law,374.9302971453501,0.7507986151293685,-448.99186202133814,-435.2918447319284,395.0349397705365,0.7374358519099873,-411.85342993981817,-398.1534126504084,37.138432081519966,37.138432081519966,37.138432081519966
2013JOHN10,Brian Johnson,power_law,power_law,248.52838834562863,0.8691979131689169,-421.94965067557115,-409.0472932915814,324.3519520443499,0.8292914846567363,-276.831345198954,-263.9289878149643,145.11830547661714,145.11830547661714,145.11830547661714
2015KUCA01,Carter Kucala,exponential,exponential,325.3568128678954,0.8245633037196114,-374.1534690039183,-360.9229443580198,321.3423265145777,0.8267279678521394,-381.7020767167749,-368.4715520708764,-7.548607712856608,7.548607712856608,-7.548607712856608
2012CANT02,Simone Cantarelli,power_law,power_law,351.2209063311881,0.8384919997974507,-300.0372176932758,-286.8968500825765,492.67175146477484,0.7734462046506672,-100.36484785409799,-87.22448024339869,199.6723698391778,199.6723698391778,199.67236983917783
2013ROGA02,Przemysław Rogalski,power_law,power_law,422.0795972701992,0.7606893917506352,-240.74194128494068,-227.42389017164038,457.21645106777595,0.7407675051949953,-190.68510446624126,-177.36705335294096,50.05683681869942,50.05683681869942,50.05683681869942
2016KOLA02,Tymon Kolasiński,exponential,exponential,376.4968866283238,0.9256846415480243,-209.3723763624269,-196.4154720211876,322.6551100941453,0.9363122750423185,-295.02319303983097,-282.0662886985917,-85.65081667740407,85.65081667740407,-85.65081667740407
2010THOM03,Blake Thompson,power_law,power_law,398.7634460191889,0.756786194187235,-205.81782916285027,-192.7495061807626,461.3245763214763,0.7186289088375758,-121.87533810931023,-108.80701512722256,83.94249105354004,83.94249105354004,83.94249105354005
2009PROV01,Matteo Provasi,power_law,power_law,566.0968999706879,0.8653007034690492,-204.98095621411085,-191.12073659451977,1325.8240493410367,0.6845282728463954,433.2871969547509,447.147416574342,638.2681531688618,638.2681531688618,638.2681531688618
2009LIUE01,Evan Liu,power_law,power_law,552.6571360418789,0.8746710193615537,-159.43977307377287,-145.78653206864266,1328.2253798167544,0.6987913082914888,454.3630860174664,468.0163270225966,613.8028590912393,613.8028590912393,613.8028590912393
2016KELL12,Simon Kellum,power_law,power_law,431.07125039624464,0.8293540894073765,-134.24557135443547,-121.28866701319618,727.4806319907481,0.7120160651622063,156.19369054968962,169.15059489092891,290.4392619041251,290.4392619041251,290.4392619041251
2014SEBA01,Juliette Sébastien,power_law,power_law,470.42092800202056,0.7646620188917381,-127.63184438781786,-114.49147677711858,768.1199810395225,0.6157317950234111,161.65581152115044,174.79617913184973,289.2876559089683,289.2876559089683,289.2876559089683
2010ROSE03,Dennis Rosero,power_law,power_law,703.6339824528771,0.5819918409016613,-51.48929200468061,-37.59328667249372,777.1349847448953,0.5383270671326843,23.92172311873188,37.81772845091877,75.41101512341248,75.41101512341248,75.41101512341248
2014PETE03,Tobias Peter,power_law,power_law,519.6979850750884,0.7488386144461477,-31.54136983086353,-18.579064948111785,910.6669996435883,0.5598897975800196,280.3354058974935,293.29771078024527,311.876775728357,311.876775728357,311.8767757283571
2010RONK01,Niko Ronkainen,power_law,power_law,630.3759921816225,0.8290629731713702,50.626635368853954,63.736338317338635,872.374330592777,0.7634410634246029,240.36949426725167,253.47919721573635,189.7428588983977,189.7428588983977,189.7428588983977
2008AURO01,Sébastien Auroux,power_law,power_law,864.7302569178706,0.708469364710647,247.6046874951018,260.6045263795209,905.9090863423976,0.694586549570822,273.79620091398715,286.79603979840624,26.191513418885336,26.191513418885336,26.191513418885336
2003BRUC01,Ron van Bruchem,exponential,exponential,977.5680918060846,0.22093166364695982,321.9065598188666,334.84176424632534,967.0293453809632,0.2293304685112808,315.93421199905026,328.869416426509,-5.972347819816321,5.972347819816321,-5.972347819816321
2011EDUA01,Eduard Esteban García Domínguez,power_law,power_law,1604.8257381581093,0.9034085219892318,542.5007368164354,556.7715339841781,1930.0261365801953,0.883835314514798,701.1865339531236,715.4573311208662,158.68579713668817,158.68579713668817,158.68579713668817
