person_id,person_name,n_competitions,n_results,first_year,last_year,best_sec_mean,average_sec_mean,span
2010RONK01,Niko Ronkainen,219,396,2010,2026,74.93209595959596,80.87656565656566,16
2008BARA01,Bence Barát,202,350,2008,2026,66.15034285714286,70.898,18
2010WEYE02,Sebastian Weyer,170,336,2010,2026,52.69511904761905,56.9745238095238,16
2012ICKL01,Finn Ickler,181,320,2012,2026,72.3501875,78.03609374999999,14
2010BENT01,Jan Bentlage,200,318,2010,2026,90.59776729559748,90.66018867924528,16
2008AURO01,Sébastien Auroux,209,310,2008,2026,101.54916129032259,107.71045161290321,18
2016ROLZ01,Alwin Rölz,170,307,2016,2026,56.76693811074919,59.6171661237785,10
2012ZHAN08,Anyu Zhang (张安宇),151,303,2012,2026,51.644587458745875,55.82686468646865,14
2009LIUE01,Evan Liu,183,298,2010,2026,63.5391610738255,67.15892617449664,16
2014PETE03,Tobias Peter,169,287,2014,2026,68.88362369337979,74.41592334494773,12
2013WALL03,Daniel Wallin,177,278,2014,2026,63.526043165467634,68.48377697841727,12
2012MAHV01,Paul Mahvi,168,275,2013,2026,55.00683636363636,58.60254545454546,13
2010SCHM01,Leon Schmidtchen,150,272,2010,2026,74.62025735294117,81.03985294117648,16
2014ZAKR01,Karol Zakrzewski,162,269,2014,2026,57.71431226765799,61.352007434944234,12
2009PROV01,Matteo Provasi,180,265,2010,2026,90.61954716981133,83.4763396226415,16
2006HALC01,Michał Halczuk,141,258,2006,2023,59.298100775193795,63.436550387596895,17
2008VARG01,Dániel Varga,176,257,2008,2026,83.69140077821011,86.77284046692607,18
2003BRUC01,Ron van Bruchem,195,252,2003,2026,107.2222619047619,111.33603174603175,23
2005AKKE01,Erik Akkersdijk,156,252,2006,2026,71.85396825396826,74.68400793650794,20
2010WUIF01,Yi-Fan Wu (吳亦凡),127,250,2010,2026,55.05396,59.74088,16
2012BEAH01,Ciarán Beahan,128,249,2012,2026,50.86895582329318,53.83465863453815,14
2010WEYE01,Philipp Weyer,125,246,2010,2025,64.39516260162601,68.97512195121952,15
2012HALE01,Callum Hales-Jepp,128,242,2012,2026,74.16004132231404,78.22433884297521,14
2011HOFF02,Valentin Hoffmann,132,235,2011,2026,66.11817021276596,71.19514893617021,15
2012CANT02,Simone Cantarelli,153,235,2012,2026,80.61068085106382,77.60723404255319,14
2007VALK01,Mats Valk,137,233,2008,2024,66.57596566523605,69.27287553648068,16
2009YAUR01,Robert Yau,110,233,2009,2025,61.44351931330472,67.05579399141631,16
2010KADD01,Abdelhak Kaddour,125,229,2010,2026,55.10349344978166,57.33624454148472,16
2012WENI01,Ivan Lew Yi Wen (刘义文),125,221,2012,2026,54.27307692307692,59.03144796380091,14
2015JAEH01,Konstantin Jaehne,174,221,2016,2026,92.09683257918553,88.21769230769232,10
2009ZEMD01,Feliks Zemdegs,129,219,2009,2026,46.243972602739724,50.22,17
2015NICH04,AJ Nicholls,189,219,2016,2026,109.24456621004566,99.83251141552512,10
2013BURL01,Łukasz Burliga,131,218,2015,2026,58.81660550458716,62.19688073394495,11
2014SEBA01,Juliette Sébastien,143,216,2015,2026,65.03203703703704,70.05592592592592,11
2007VALL01,Breandan Vallance,102,214,2007,2024,67.54752336448598,71.52140186915888,17
2011MOLL01,James Molloy,115,211,2011,2023,82.83255924170615,88.72417061611374,12
2012PARK03,Max Park,115,210,2013,2026,39.81128571428572,43.17095238095238,13
2012CHON03,Chao-Che Chung (鍾肇哲),113,209,2013,2026,63.11105263157894,66.89181818181818,13
2016PUTT01,Arttu Puttonen,103,209,2016,2026,69.95392344497608,75.42598086124403,10
2013GERH01,Kevin Gerhardt,100,207,2014,2026,53.57787439613527,58.55091787439613,12
2009DIEC01,Cornelius Dieckmann,99,203,2009,2022,72.05231527093596,77.0964039408867,13
2011EDUA01,Eduard Esteban García Domínguez,141,201,2012,2026,88.13900497512437,96.11751243781094,14
2016KOLA02,Tymon Kolasiński,111,200,2016,2026,45.48935,44.43255,10
2014LAFO01,Anthony Lafourcade,124,198,2014,2026,66.98333333333333,71.08934343434343,12
2008VIRO01,Philippe Virouleau,149,197,2009,2026,78.5477157360406,84.98010152284265,17
2010KILD02,Wilhelm Kilders,111,195,2011,2026,74.36420512820513,80.27789743589744,15
2010HULL01,Katie Hull,122,195,2015,2026,59.00933333333333,63.60502564102564,11
2006TSAI03,Yueh-Lin Tsai (蔡岳霖),97,194,2008,2025,60.737680412371134,65.869793814433,17
2016IHLE01,Malte Ihlefeld,103,194,2016,2026,64.13103092783506,70.26701030927835,10
2017GARR05,Luke Garrett,124,194,2019,2026,52.31427835051546,57.078041237113396,7
2008COUR01,François Courtès,171,193,2008,2016,147.77901554404147,101.98020725388601,8
2017PITK01,Antto Pitkänen,100,192,2018,2026,69.45942708333332,69.52609375,8
2013BOTZ01,Alexander Botz,98,191,2013,2026,61.45649214659686,67.3648167539267,13
2011WELC01,Walker Welch,128,189,2012,2026,68.28814814814815,74.1362433862434,14
2016HUNG08,Lim Hung (林弘),103,189,2017,2026,55.311058201058195,54.31947089947089,9
2009SHEP01,Daniel Sheppard,94,188,2009,2020,79.79813829787234,81.6479255319149,11
2011SZAT01,Wojciech Szatanowski,140,187,2011,2026,93.7053475935829,83.8803743315508,15
2015KUCA01,Carter Kucala,115,187,2015,2026,59.56812834224599,65.78385026737968,11
2016PYWI01,Wilfrid Py,159,187,2016,2026,82.90812834224599,88.45229946524066,10
2013EGDA02,Martin Vædele Egdal,124,186,2013,2026,54.83967741935484,59.7544623655914,13
2014FRIT02,Oliver Fritz,89,184,2014,2026,60.66451086956522,66.50793478260869,12
2010ZHAO19,Eric Zhao,135,182,2010,2025,78.3545054945055,77.05439560439561,15
2009HAYS01,Kevin Hays,98,181,2009,2026,52.603701657458565,56.78624309392265,17
2012PATE01,Antonie Paterakis,115,181,2013,2025,63.130607734806624,68.32375690607735,12
2017CHAM09,Cham J. Chambers,96,178,2018,2026,56.97050561797753,62.34640449438202,8
2003DENN01,Ton Dennenbroek,175,177,2004,2026,185.63649717514127,45.55672316384181,22
2007GOUL01,Joey Gouly,118,177,2007,2022,97.74666666666667,100.44644067796611,15
2009ROTA01,Marco Rota,113,175,2010,2026,87.74291428571429,82.91514285714285,16
2012BUBE01,Reto Bubendorf,109,175,2012,2026,79.51165714285715,82.64405714285714,14
2013EGDA01,Daniel Vædele Egdal,123,175,2013,2026,64.91645714285714,70.55217142857143,13
2012HUAN12,Ping-Yueh Huang (黃品越),80,174,2012,2026,55.36103448275862,60.948793103448274,14
2016KRAF01,Noah Kraft,111,173,2016,2026,74.69803468208093,78.89531791907514,10
2005REYN01,Tim Reynolds,146,172,2006,2025,106.61587209302326,103.7903488372093,19
2013ROGA02,Przemysław Rogalski,146,172,2014,2026,92.65186046511629,71.8625,12
2015QUAN03,Ng Jia Quan (黄佳铨),83,171,2015,2026,54.13321637426901,59.119181286549704,11
2016PILA03,Ryan Pilat,95,171,2018,2026,54.2153216374269,57.900760233918135,8
2012REYE04,Niño Francis S. Reyes,134,170,2012,2026,71.57617647058824,76.50205882352941,14
2014SCHW02,Fabio Schwandt,87,170,2015,2026,65.33335294117647,71.181,11
2021LEMP01,Luukas Lempinen,74,170,2022,2026,58.76758823529411,63.54623529411765,4
2013JOHN10,Brian Johnson,108,169,2013,2026,59.32355029585799,62.57,13
2015HAMM01,Billie Hammill,110,169,2016,2026,77.96899408284024,84.54881656804734,10
2010DESJ01,Jules Desjardin,115,168,2010,2026,77.42482142857143,71.12107142857143,16
2010GRAC02,Fabio Bini Graciose,160,168,2011,2026,157.10446428571427,126.85630952380953,15
2009OHRN01,Laura Ohrndorf,125,168,2010,2023,119.05839285714286,106.91327380952382,13
2014MILL04,Chris Mills,113,167,2014,2026,76.80461077844312,66.2991616766467,12
2013PAPA01,Ioannis Papadopoulos,139,166,2014,2026,116.29578313253012,93.20186746987952,12
2014CHER05,Clément Cherblanc,116,165,2015,2026,66.88666666666666,72.6970303030303,11
2011HETC01,Patrick Hetco,95,164,2011,2026,72.05920731707316,79.0279268292683,15
2012PONC02,Patrick Ponce,95,164,2013,2026,48.36103658536585,51.09341463414634,13
2015DEGL01,Lucas Déglise,97,164,2015,2026,56.98317073170732,59.52225609756098,11
2006GALE01,Arnaud van Galen,132,163,2006,2018,122.96858895705522,113.20134969325153,12
2009HILD01,James Hildreth,121,162,2009,2025,72.89654320987654,79.52327160493827,16
2016HOLZ01,Laura Holzhauer,82,161,2016,2026,62.1616149068323,68.03732919254658,10
2018AUBR01,Étienne Aubry,99,159,2018,2026,65.52509433962264,68.57654088050315,8
2007POLI01,Lorenzo Vigani Poli,102,157,2007,2024,89.64261146496816,93.38515923566878,17
2012MAYE01,Theo Mayer,95,156,2012,2026,75.29705128205129,82.02935897435897,14
2013OLSZ02,Piotr Olszewski,108,156,2013,2026,67.90820512820513,69.41076923076923,13
