experiment_name,event,players,power_wins,power_win_pct,exp_wins,mean_power_r2,mean_exp_r2,mean_hurst,persistent_share,mean_std_ratio
555_25players,555,25,17,0.68,8,0.8731395327761209,0.8553662808998611,0.8412142517250261,1.0,0.21511181473837587
