person_id,person_name,model,analysis_model,n_obs,hurst,intercept,dfa_r2,noise_type
2010SCHM01,Leon Schmidtchen,exponential,exponential,271,1.100338793601551,-1.1193105743955347,0.9692051639265531,persistent
2010WEYE01,Philipp Weyer,exponential,exponential,244,1.0968386106625017,-1.1853577006140987,0.9910089851258138,persistent
2008AURO01,Sébastien Auroux,power_law,power_law,306,1.0388635324463802,-0.9180339293432174,0.9857185542240731,persistent
2010WEYE02,Sebastian Weyer,exponential,exponential,335,0.9401354678112356,-0.8989045909934567,0.9696332145436929,persistent
2003BRUC01,Ron van Bruchem,power_law,power_law,241,0.9315904199346943,-0.1636538600836938,0.989729310579279,persistent
2012MAHV01,Paul Mahvi,power_law,power_law,273,0.9289005819918135,-1.41044022814707,0.9493340586809929,persistent
2008VARG01,Dániel Varga,power_law,power_law,252,0.897235768979978,-1.0021978440578512,0.9652262835465157,persistent
2014ZAKR01,Karol Zakrzewski,exponential,exponential,266,0.8703658930602741,-1.2227169561531184,0.9840356371670602,persistent
2014PETE03,Tobias Peter,exponential,exponential,285,0.8631059172969585,-0.8320534810635346,0.957432949797806,persistent
2010WUIF01,Yi-Fan Wu (吳亦凡),power_law,power_law,250,0.8488318151772937,-1.0584751606246219,0.9837804880222232,persistent
2016ROLZ01,Alwin Rölz,power_law,power_law,303,0.8442319559499087,-0.8504690939743015,0.9518282543419219,persistent
2010RONK01,Niko Ronkainen,power_law,power_law,391,0.8418482536471111,-0.7765749048526772,0.9854353195313965,persistent
2012BEAH01,Ciarán Beahan,exponential,exponential,248,0.8343939596961022,-1.0839519468989436,0.9828092760318786,persistent
2012ICKL01,Finn Ickler,power_law,power_law,319,0.8304957534324903,-0.822135283734391,0.9874750024370066,persistent
2009LIUE01,Evan Liu,power_law,power_law,295,0.8199231778233103,-0.9822666359258665,0.9788864188994221,persistent
2008BARA01,Bence Barát,power_law,power_law,349,0.8015070314960426,-1.163703044088966,0.9657578268682804,persistent
2010BENT01,Jan Bentlage,power_law,power_law,306,0.7784170074719478,-0.6442278505237652,0.9800341899510548,persistent
2012HALE01,Callum Hales-Jepp,exponential,exponential,238,0.7649430456830537,-0.663387284193615,0.9810992579391435,persistent
2006HALC01,Michał Halczuk,power_law,power_law,253,0.7626297894892055,-0.8455880031337919,0.9757880311058671,persistent
2013WALL03,Daniel Wallin,power_law,power_law,275,0.7561621996467505,-0.7772430482959448,0.9729450964608597,persistent
2011HOFF02,Valentin Hoffmann,power_law,power_law,234,0.7423268036971998,-0.8739993871253483,0.9598817765519887,persistent
2009PROV01,Matteo Provasi,exponential,exponential,238,0.7196449902758772,-0.34014785745132853,0.9439772878871279,persistent
2012ZHAN08,Anyu Zhang (张安宇),power_law,power_law,303,0.7113186972445171,-1.045403224652714,0.9752517226735197,persistent
2005AKKE01,Erik Akkersdijk,power_law,power_law,245,0.7043736172514871,-0.5241540942660287,0.9352415208118051,persistent
2012CANT02,Simone Cantarelli,power_law,power_law,221,0.6019332093579691,-0.3209021394469971,0.9700458463910053,persistent
