person_id,person_name,model,a,b,c
2003BRUC01,Ron van Bruchem,exponential,168.73258460686296,0.15110082689062898,112.12545134431574
2003BRUC01,Ron van Bruchem,power_law,178.19414375321983,0.4617779273353808,91.06454802725159
2005AKKE01,Erik Akkersdijk,exponential,63.30344518497157,0.07006606722477295,73.25791820703138
2005AKKE01,Erik Akkersdijk,power_law,103.19330317708943,0.36177120981631034,55.1288056267873
2006HALC01,Michał Halczuk,exponential,37.899874031531056,0.014445949794156485,54.66147221230485
2006HALC01,Michał Halczuk,power_law,121.66947681695422,0.14103548424692242,8.2017214872709925e-16
2008AURO01,Sébastien Auroux,exponential,45.49787858688428,0.004084124973889129,83.19875137291393
2008AURO01,Sébastien Auroux,power_law,161.32926928532075,0.08326789287783529,1.2030626203819398e-09
2008BARA01,Bence Barát,exponential,36.60306623138367,0.009585198755176865,60.59552431931679
2008BARA01,Bence Barát,power_law,130.6082526828815,0.1265979840649105,3.759484877518784e-11
2008VARG01,Dániel Varga,exponential,38.81003570852388,0.024114202336000555,82.1990901943344
2008VARG01,Dániel Varga,power_law,101.11462856543245,0.19070324825389814,45.1874051362288
2009LIUE01,Evan Liu,exponential,63.64013549984912,0.028897314798609384,60.48532969523636
2009LIUE01,Evan Liu,power_law,139.3018008475442,0.2957174345609237,31.421809238664668
2009PROV01,Matteo Provasi,exponential,57.82656845959273,0.020437496133865873,81.26985945334759
2009PROV01,Matteo Provasi,power_law,167.52567985648162,0.1331258567394797,1.5241108429525873e-16
2010BENT01,Jan Bentlage,exponential,57.88678805751483,0.013498680990120285,80.51948515493746
2010BENT01,Jan Bentlage,power_law,181.30444359543876,0.14023806604441577,7.042499299265503e-17
2010RONK01,Niko Ronkainen,exponential,88.88709313663816,0.043248236279967024,76.76722910416622
2010RONK01,Niko Ronkainen,power_law,153.9654385947738,0.3359988467851876,51.060477284900486
2010SCHM01,Leon Schmidtchen,exponential,54.02228267775012,0.009731953742351928,62.41340159390289
2010SCHM01,Leon Schmidtchen,power_law,154.0240652571776,0.14028495863504412,7.456454987701975e-10
2010WEYE01,Philipp Weyer,exponential,62.60201136517324,0.020816708739830898,57.41930575018792
2010WEYE01,Philipp Weyer,power_law,152.78018997209384,0.17771821411834468,1.0260615705985597e-15
2010WEYE02,Sebastian Weyer,exponential,81.83123113163619,0.027144673981697506,48.268273828816874
2010WEYE02,Sebastian Weyer,power_law,171.71172072881546,0.23389909530991992,1.9776403243353053e-16
2010WUIF01,Yi-Fan Wu (吳亦凡),exponential,88.95452377173712,0.04614432362246244,52.20651147696063
2010WUIF01,Yi-Fan Wu (吳亦凡),power_law,167.59224453598145,0.32492454208200144,19.04441144594876
2011HOFF02,Valentin Hoffmann,exponential,63.482984403429896,0.026570409695739892,61.44413037711958
2011HOFF02,Valentin Hoffmann,power_law,157.46293046671147,0.18015122321098964,4.173355244234232e-10
2012BEAH01,Ciarán Beahan,exponential,107.55756712143268,0.04329531982844773,44.24998604184118
2012BEAH01,Ciarán Beahan,power_law,191.16493522277295,0.2886272753393808,6.372099973560616e-17
2012CANT02,Simone Cantarelli,exponential,51.54729126681824,0.03431644680982974,75.8459769262166
2012CANT02,Simone Cantarelli,power_law,120.50051188668198,0.19705000643134235,31.02626713871842
2012HALE01,Callum Hales-Jepp,exponential,57.967461666631586,0.030033506421915577,71.55685237746283
2012HALE01,Callum Hales-Jepp,power_law,146.35312552292172,0.1598309357550246,7.18586388947906
2012ICKL01,Finn Ickler,exponential,55.28598894961636,0.025963545922199696,71.69352752221617
2012ICKL01,Finn Ickler,power_law,130.64429466250195,0.19059891358409342,24.716758396618108
2012MAHV01,Paul Mahvi,exponential,59.528272159824226,0.041940021043249724,53.94104076225971
2012MAHV01,Paul Mahvi,power_law,109.57949760439713,0.2842926912555048,28.26717358199696
2012ZHAN08,Anyu Zhang (张安宇),exponential,47.32287505791417,0.03417883914193444,51.335126895846734
2012ZHAN08,Anyu Zhang (张安宇),power_law,97.3900449161122,0.3492618340448601,35.78533774710686
2013WALL03,Daniel Wallin,exponential,56.54255645160709,0.049470857461719794,65.17677381849713
2013WALL03,Daniel Wallin,power_law,96.95035098265973,0.36285399365380067,49.75097393114008
2014PETE03,Tobias Peter,exponential,49.72927391587833,0.022449262401551276,67.26530891755446
2014PETE03,Tobias Peter,power_law,140.63959677625598,0.13692762723625523,6.964108417103511e-12
2014ZAKR01,Karol Zakrzewski,exponential,45.45046866250904,0.04362569797823477,58.21214820201412
2014ZAKR01,Karol Zakrzewski,power_law,78.61134646344371,0.29941093686126974,41.19757808194137
2016ROLZ01,Alwin Rölz,exponential,79.0715700300483,0.03252775149959766,52.51165411595061
2016ROLZ01,Alwin Rölz,power_law,164.804505532011,0.23913975165637086,5.527479070310492
