person_id,person_name,phase,n_phase,mean,std,skewness,kurtosis
2003BRUC01,Ron van Bruchem,early,60,133.16483333333335,32.51248331269379,2.741931504855421,7.79297198418597
2003BRUC01,Ron van Bruchem,late,60,101.91883333333332,8.101372784207658,1.2433077961879164,2.474590463960143
2005AKKE01,Erik Akkersdijk,early,61,88.86295081967215,15.76073595407929,2.85869233085942,10.188045634332966
2005AKKE01,Erik Akkersdijk,late,61,66.32245901639342,3.037335266170938,0.42016795430918796,-0.07571893090924053
2006HALC01,Michał Halczuk,early,63,78.2804761904762,10.826527520709583,2.211641006985801,5.510781450526384
2006HALC01,Michał Halczuk,late,63,55.62095238095239,2.102347163165505,0.03610299328954856,-0.36707027366493383
2008AURO01,Sébastien Auroux,early,76,120.37605263157894,11.380196141127193,2.1221039475650434,5.0541915009961125
2008AURO01,Sébastien Auroux,late,76,96.74513157894735,6.9104399268394,0.4564892831162994,-0.3166391374540982
2008BARA01,Bence Barát,early,87,83.61344827586208,11.169766900982916,2.023953311254758,4.208872155780803
2008BARA01,Bence Barát,late,87,61.06034482758622,2.155004153816675,-0.21152778228510064,0.29513420832581927
2008VARG01,Dániel Varga,early,63,100.69746031746033,11.78716483028481,2.002149621369583,6.672291163520576
2008VARG01,Dániel Varga,late,63,82.36428571428574,4.19878197172501,0.7609678540387309,1.1667916367340077
2009LIUE01,Evan Liu,early,73,86.15068493150685,18.31000677595353,2.8567542492025706,12.358160871615047
2009LIUE01,Evan Liu,late,73,58.62643835616439,2.052954760733778,1.033154246352199,2.672783637271399
2009PROV01,Matteo Provasi,early,59,115.61254237288135,11.807102274248026,0.3059082300823204,-0.667753924025762
2009PROV01,Matteo Provasi,late,59,82.32525423728815,3.530326914593626,0.21861905855082298,-0.6848892291555972
2010BENT01,Jan Bentlage,early,76,115.2069736842105,14.226586662043415,1.432266128041563,2.2993113221773394
2010BENT01,Jan Bentlage,late,76,81.93407894736842,3.3596933104601794,0.1244155353894955,-0.5274883762233262
2010RONK01,Niko Ronkainen,early,97,98.61597938144328,21.722593828191204,2.0158288636531267,4.393102001688881
2010RONK01,Niko Ronkainen,late,97,73.17999999999999,3.053240423440861,0.27496242998487724,-0.39127988087299004
2010SCHM01,Leon Schmidtchen,early,67,102.45268656716418,8.252215603701126,2.0170610628177204,5.936061854331417
2010SCHM01,Leon Schmidtchen,late,67,69.1313432835821,3.615201027782544,0.18190983756768106,0.10669861797667446
2010WEYE01,Philipp Weyer,early,61,92.96590163934427,13.442859241625792,0.12765156740914838,-0.9298135420016713
2010WEYE01,Philipp Weyer,late,61,60.990327868852454,3.4080311849185074,-0.1060815047883621,-0.2703264656701174
2010WEYE02,Sebastian Weyer,early,83,80.05253012048193,22.017501511041527,0.9817163519566829,0.32190834301546234
2010WEYE02,Sebastian Weyer,late,83,46.21662650602409,2.8060562887059883,0.7649573528988804,1.1016301536454813
2010WUIF01,Yi-Fan Wu (吳亦凡),early,62,81.7716129032258,23.366757120736782,2.5331331927273704,6.978083075914983
2010WUIF01,Yi-Fan Wu (吳亦凡),late,62,47.978870967741926,2.1200758607202914,0.153897287303077,-0.4812890297419461
2011HOFF02,Valentin Hoffmann,early,58,93.05362068965518,15.325963373546335,1.2349620556001961,0.9572553146301082
2011HOFF02,Valentin Hoffmann,late,58,60.45051724137931,2.3752196001254973,1.2247205833079895,1.4687619820105957
2012BEAH01,Ciarán Beahan,early,62,81.11403225806453,27.024173480919103,1.165261109496437,0.3963755200291028
2012BEAH01,Ciarán Beahan,late,62,43.06596774193549,1.4811520324411844,0.3842130928505775,-0.13336610809381044
2012CANT02,Simone Cantarelli,early,55,98.16454545454548,14.13747866595395,1.745715998646613,4.219735900079611
2012CANT02,Simone Cantarelli,late,55,72.88636363636363,3.126489786300026,0.013282354480000522,0.1055022417583027
2012HALE01,Callum Hales-Jepp,early,59,98.39305084745762,14.214087506248894,1.323115163736384,2.0657740728343943
2012HALE01,Callum Hales-Jepp,late,59,71.6037288135593,3.3995191842098245,-0.21332661541489076,-0.2662666134913656
2012ICKL01,Finn Ickler,early,79,94.94227848101265,14.39950247977491,1.6339950449318352,2.484002593105195
2012ICKL01,Finn Ickler,late,79,69.8846835443038,2.668423540865222,0.30612292258498236,-0.3860564328812188
2012MAHV01,Paul Mahvi,early,68,73.26132352941177,15.45225838726821,1.4890766194005587,2.3185340011040356
2012MAHV01,Paul Mahvi,late,68,52.10588235294118,1.8607575373536074,-0.22396214734691902,-0.8611275994458842
2012ZHAN08,Anyu Zhang (张安宇),early,75,68.1656,13.200326597106235,2.9381394094714604,12.278708747728128
2012ZHAN08,Anyu Zhang (张安宇),late,75,50.181599999999996,1.8314143404719987,0.544772942769186,1.1023329982475283
2013WALL03,Daniel Wallin,early,68,81.65955882352944,14.51333194962722,1.8073166404575762,3.976265943986678
2013WALL03,Daniel Wallin,late,68,63.37926470588235,2.8021219657564047,0.9121544810283898,0.4585099442932332
2014PETE03,Tobias Peter,early,71,92.97507042253523,11.12740155436626,1.355164290276346,2.617139955198434
2014PETE03,Tobias Peter,late,71,68.15056338028168,3.4140474041917477,0.2323605629965975,0.9225427475055232
2014ZAKR01,Karol Zakrzewski,early,66,72.79409090909093,12.193832359942364,0.8482323551250832,0.23082884247351698
2014ZAKR01,Karol Zakrzewski,late,66,58.34181818181818,2.000199150923888,0.36610717793382314,-0.16908269145517574
2016ROLZ01,Alwin Rölz,early,75,81.5196,21.072944575475947,1.9149057938624452,4.182734712791207
2016ROLZ01,Alwin Rölz,late,75,49.89973333333333,2.301571715232954,0.7083111285189027,0.35421010994077307
