person_id,person_name,winner,winner_bic,power_rss,power_r2,power_aic,power_bic,exp_rss,exp_r2,exp_aic,exp_bic,delta_aic,delta_aic_abs,delta_bic
2009PROV01,Matteo Provasi,power_law,power_law,99.35837424356541,0.6065979686946565,-1075.7168689388825,-1062.5210841352769,123.7575445621605,0.509991283666072,-943.7426118403233,-930.5468270367177,131.97425709855918,131.97425709855918,131.97425709855918
2008BARA01,Bence Barát,exponential,exponential,113.55811269084717,0.47699858317310606,-730.1861117933208,-717.5543115622469,112.4358290873897,0.48216735448130654,-735.1322782659597,-722.5004780348858,-4.946166472638879,4.946166472638879,-4.946166472638879
2017GARR05,Luke Garrett,exponential,exponential,98.65437414299421,0.588563125202378,-654.3632360379793,-642.0961014116388,83.38282766845805,0.6522529251670762,-728.5306983277119,-716.2635637013714,-74.16746228973261,74.16746228973261,-74.16746228973261
2014SEBA01,Juliette Sébastien,exponential,exponential,83.18932384263519,0.5397654113250738,-622.1382106854113,-610.1638170440874,78.9213511392665,0.5633774395382902,-643.20509829374,-631.2307046524161,-21.06688760832867,21.06688760832867,-21.06688760832867
2017TSVE02,Alexey Tsvetkov,exponential,exponential,76.51833416862026,0.8521181619953186,-561.7029515188941,-550.0114899159839,64.75165315668613,0.8748588349878208,-622.4804475060463,-610.7889859031361,-60.77749598715218,60.77749598715218,-60.77749598715218
2013TOKA01,Piotr Tokarski,exponential,exponential,129.1983622282687,0.24941409363667222,-539.8738387777446,-527.5931294676092,124.91657481869676,0.274289403418002,-554.8041800531045,-542.523470742969,-14.930341275359865,14.930341275359865,-14.930341275359865
2011SZAT01,Wojciech Szatanowski,exponential,exponential,116.91163240737355,0.3415322756630822,-490.4835545384253,-478.49419827256827,113.71297237983794,0.3595477147249526,-501.6353897307132,-489.64603346485615,-11.151835192287876,11.151835192287876,-11.151835192287876
2013BURL01,Łukasz Burliga,power_law,power_law,164.24608766235917,0.6032309919554324,-445.54001548074353,-433.2189468175168,192.07489685047557,0.536004982655724,-375.26273930319746,-362.9416706399707,70.27727617754607,70.27727617754607,70.27727617754607
2012CANT02,Simone Cantarelli,power_law,power_law,135.57628656471763,0.4905137058055681,-393.78549896281334,-381.9335713050502,155.90414293683008,0.4141230295717828,-340.1380617810789,-328.2861341233157,53.64743718173446,53.64743718173446,53.64743718173446
2013WALL03,Daniel Wallin,power_law,power_law,240.15207749942834,0.28809777994042085,-392.18808321282677,-379.43815748604834,253.56647599638123,0.24833239389762318,-364.0328964147496,-351.28297068797116,28.15518679807718,28.15518679807718,28.15518679807718
2008VIRO01,Philippe Virouleau,power_law,power_law,134.59958305371316,0.6168152720443154,-366.1336677419725,-354.4012778098509,158.55282477667043,0.5486240027622601,-305.697557126225,-293.9651671941034,60.43611061574751,60.43611061574751,60.43611061574751
2015SANC18,Josete Sánchez,exponential,exponential,130.30914749333394,0.4431608792760787,-333.85703794922347,-322.30906360938286,125.79696550895657,0.4624424070664094,-346.0854784600899,-334.5375041202493,-12.228440510866449,12.228440510866449,-12.228440510866449
2014PETE03,Tobias Peter,power_law,power_law,171.70062063779253,0.3408710891574628,-323.0876860244263,-311.15102872972295,186.50026704538277,0.284057812762453,-290.42897210612176,-278.4923148114184,32.65871391830456,32.65871391830456,32.65871391830456
2015KUCA01,Carter Kucala,exponential,exponential,138.10878067484012,0.49495772020798934,-311.765408592046,-300.22609226687285,136.92876925857774,0.49927283799367783,-314.7343592337224,-303.1950429085492,-2.968950641676372,2.968950641676372,-2.968950641676372
2014ZAKR01,Karol Zakrzewski,power_law,power_law,199.2507531106485,0.2572764398411884,-288.132782988832,-276.09163752070356,199.9393543966091,0.25470962194637947,-286.72173496930384,-274.6805895011754,1.4110480195281525,1.4110480195281525,1.4110480195281525
2008VARG01,Dániel Varga,exponential,exponential,168.75318930170218,0.23592750441648347,-247.5955078788962,-236.03029211228892,165.31238954186753,0.25150659047807944,-254.785003946392,-243.21978817978473,-7.18949606749581,7.18949606749581,-7.18949606749581
2010RONK01,Niko Ronkainen,power_law,power_law,345.1386014458328,0.4244475142726645,-225.6286586134212,-212.7930943409237,345.8082259690144,0.4233308496712359,-224.59555456420875,-211.75999029171123,1.0331040492124544,1.0331040492124544,1.0331040492124544
2010ROSE03,Dennis Rosero,power_law,power_law,315.2873331703647,0.27412290296386255,-221.64361121831962,-209.01181098724567,331.0097835782302,0.2379255507087078,-197.40916793423284,-184.7773677031589,24.23444328408678,24.23444328408678,24.23444328408678
2011WELC01,Walker Welch,power_law,power_law,202.6113153220456,0.48313612867051914,-205.67016182482325,-193.9869533220287,226.8551504455346,0.42128981738290516,-164.64307809275596,-152.95986958996141,41.0270837320673,41.0270837320673,41.0270837320673
2011EDUA01,Eduard Esteban García Domínguez,power_law,power_law,316.81916755613054,0.4684643814877092,-182.16177284594502,-169.69083588918835,359.11147543780334,0.39750949513534084,-123.0193727736426,-110.54843581688593,59.14240007230242,59.14240007230242,59.14240007230242
2013ROGA02,Przemysław Rogalski,power_law,power_law,386.08165300603054,0.2030307651472376,-155.35842408650203,-142.56822929872715,391.25251815690865,0.19235680431347124,-148.37366940144494,-135.58347461367006,6.984754685057084,6.984754685057084,6.984754685057084
2010BENT01,Jan Bentlage,power_law,power_law,272.4087774080343,0.5440347935258923,-149.04971005261007,-137.06782577069035,295.80255224093025,0.5048776581597558,-116.01196876944509,-104.03008448752539,33.037741283164976,33.037741283164976,33.03774128316496
2009LIUE01,Evan Liu,power_law,power_law,358.76978103769517,0.5427647832054714,-11.63749788472455,0.15126954544513538,497.02859983844337,0.3665604194899178,110.92596817511772,122.7147356052874,122.56346605984227,122.56346605984227,122.56346605984227
2008AURO01,Sébastien Auroux,power_law,power_law,714.5599059212889,0.38823956635906365,221.899550568006,234.12558866127205,765.0031598927668,0.34505328251059586,251.57226098902396,263.79829908229,29.672710421017968,29.672710421017968,29.67271042101794
2010GRAC02,Fabio Bini Graciose,power_law,power_law,704.3857327873741,0.5489324074001025,237.37246356143064,249.25547958030046,813.4407727392207,0.47909681584530606,293.22389821394887,305.10691423281867,55.851434652518236,55.851434652518236,55.85143465251821
